2017-07-12,"49,000","50,000","48,840","49,880","48,692.00","48,074.0047,702.00","45,557","42,711","9,486,150"
2017-07-13,"50,080","50,940","50,040","50,560","49,192.00","48,336.0047,946.00","45,693","42,826","16,034,150"
2017-07-14,"51,000","51,080","50,420","50,480","49,716.00","48,630.0048,191.00","45,834","42,939","8,239,000"
2017-07-17,"50,900","51,020","50,520","50,640","50,112.00","48,972.0048,395.00","45,985","43,053","8,976,100"
2017-07-18,"50,420","50,880","50,360","50,840","50,480.00","49,356.0048,530.00","46,141","43,165","7,084,450"
2017-07-19,"50,620","50,820","50,000","50,740","50,652.00","49,672.0048,693.00","46,305","43,277","11,157,500"
2017-07-20,"50,760","51,320","50,560","51,200","50,780.00","49,986.0048,855.00","46,487","43,387","8,367,600"
2017-07-21,"50,860","51,160","50,520","51,080","50,900.00","50,308.0049,028.00","46,659","43,495","8,449,050"
2017-07-24,"50,700","51,000","50,620","50,860","50,944.00","50,528.0049,157.00","46,819","43,590","7,099,750"
2017-07-25,"50,500","50,760","49,940","50,000","50,776.00","50,628.0049,242.00","46,941","43,674","10,810,600"
2017-07-26,"49,600","50,020","49,300","49,840","50,596.00","50,624.0049,349.00","47,058","43,761","11,224,800"
2017-07-27,"50,000","50,640","49,560","49,800","50,316.00","50,548.0049,442.00","47,157","43,850","11,449,500"
2017-07-28,"49,800","49,800","47,380","47,760","49,652.00","50,276.0049,453.00","47,210","43,920","26,168,300"
2017-07-31,"47,420","48,240","46,920","48,200","49,120.00","50,032.0049,502.00","47,265","43,993","12,701,400"
2017-08-01,"48,000","48,840","47,540","48,600","48,840.00","49,808.0049,582.00","47,316","44,068","11,369,500"
2017-08-02,"49,200","49,340","48,600","49,000","48,672.00","49,634.0049,653.00","47,349","44,153","7,777,450"
2017-08-03,"49,000","49,000","47,120","47,780","48,268.00","49,292.0049,639.00","47,385","44,231","15,540,800"
2017-08-04,"48,160","48,180","47,500","47,700","48,256.00","48,954.0049,631.00","47,422","44,308","8,359,200"
2017-08-07,"47,500","48,080","47,440","47,580","48,132.00","48,626.0049,577.00","47,451","44,385","7,218,250"
2017-08-08,"47,980","48,260","47,480","47,720","47,956.00","48,398.0049,513.00","47,478","44,467","7,979,600"
2017-08-09,"47,400","47,400","46,240","46,280","47,412.00","48,042.0049,333.00","47,477","44,539","14,555,400"
2017-08-10,"46,200","46,320","45,460","45,900","47,036.00","47,652.0049,100.00","47,469","44,607","22,986,150"
2017-08-11,"45,120","45,300","44,220","44,620","46,420.00","47,338.0048,807.00","47,447","44,662","25,407,300"
2017-08-14,"45,120","45,400","44,720","45,000","45,904.00","47,018.0048,525.00","47,452","44,722","19,185,600"
2017-08-16,"46,220","46,380","46,000","46,200","45,600.00","46,778.0048,293.00","47,470","44,785","21,913,650"
2017-08-17,"46,960","47,300","46,740","47,040","45,752.00","46,582.0048,108.00","47,506","44,852","12,415,850"
2017-08-18,"46,760","47,240","46,240","46,900","45,952.00","46,494.0047,893.00","47,539","44,915","10,477,950"
2017-08-21,"47,240","47,240","46,580","46,840","46,396.00","46,408.0047,681.00","47,559","44,979","5,103,450"
2017-08-22,"46,820","47,160","46,700","47,000","46,796.00","46,350.0047,488.00","47,574","45,052","7,381,750"
2017-08-23,"47,780","47,780","47,180","47,480","47,052.00","46,326.0047,362.00","47,605","45,131","9,384,700"
2017-08-24,"47,520","47,660","47,340","47,520","47,148.00","46,450.0047,246.00","47,653","45,207","8,657,450"
2017-08-25,"47,880","47,880","46,720","47,020","47,172.00","46,562.0047,107.00","47,692","45,267","11,243,550"
2017-08-28,"47,020","47,240","45,960","46,100","47,024.00","46,710.0047,024.00","47,715","45,321","9,962,100"
2017-08-29,"45,640","46,080","45,160","46,080","46,840.00","46,818.0046,918.00","47,717","45,371","12,623,650"
2017-08-30,"46,380","46,400","45,960","46,200","46,584.00","46,818.0046,798.00","47,722","45,421","7,513,000"
2017-08-31,"46,220","46,640","46,000","46,320","46,344.00","46,746.0046,664.00","47,739","45,472","11,011,700"
2017-09-01,"46,460","46,640","46,300","46,480","46,236.00","46,704.0046,599.00","47,761","45,525","10,641,700"
2017-09-04,"45,780","46,360","45,500","46,040","46,224.00","46,624.0046,516.00","47,760","45,574","7,943,500"
2017-09-05,"46,240","46,900","45,960","46,760","46,360.00","46,600.0046,475.00","47,783","45,625","11,716,100"
2017-09-06,"46,760","47,180","46,700","47,000","46,520.00","46,552.0046,439.00","47,809","45,672","10,811,050"
2017-09-07,"47,000","48,220","47,000","48,120","46,880.00","46,612.0046,531.00","47,855","45,728","9,676,500"
2017-09-08,"48,700","49,180","48,580","49,080","47,400.00","46,818.0046,690.00","47,912","45,788","10,893,000"
2017-09-11,"49,700","50,180","49,500","49,800","48,152.00","47,188.0046,949.00","47,982","45,850","10,374,750"
2017-09-12,"50,200","50,220","49,140","49,600","48,720.00","47,540.0047,179.00","48,033","45,914","12,029,750"
2017-09-13,"49,820","50,400","49,440","49,620","49,244.00","47,882.0047,350.00","48,058","45,973","9,357,000"
2017-09-14,"50,060","50,320","49,760","50,300","49,680.00","48,280.0047,513.00","48,105","46,038","14,204,750"
2017-09-15,"50,300","50,560","49,860","50,400","49,944.00","48,672.0047,688.00","48,145","46,110","10,757,300"
2017-09-18,"50,540","52,480","50,520","52,480","50,480.00","49,316.0047,970.00","48,226","46,201","11,524,950"
2017-09-19,"52,500","52,640","51,780","52,120","50,984.00","49,852.0048,226.00","48,290","46,292","9,850,400"
2017-09-20,"52,120","52,500","51,840","52,220","51,504.00","50,374.0048,463.00","48,356","46,382","9,292,750"
2017-09-21,"52,220","52,960","52,220","52,800","52,004.00","50,842.0048,727.00","48,441","46,474","8,839,800"
2017-09-22,"52,960","53,600","52,460","53,000","52,524.00","51,234.0049,026.00","48,525","46,566","13,922,400"
2017-09-25,"53,000","53,680","53,000","53,620","52,752.00","51,616.0049,402.00","48,626","46,669","9,303,100"
2017-09-26,"53,020","53,120","51,560","51,660","52,660.00","51,822.0049,681.00","48,700","46,754","17,057,200"
2017-09-27,"52,000","52,200","51,500","51,680","52,552.00","52,028.0049,955.00","48,778","46,834","10,797,000"
2017-09-28,"52,260","52,460","51,260","51,260","52,244.00","52,124.0050,202.00","48,840","46,910","12,025,450"
2017-09-29,"51,180","51,620","50,840","51,280","51,900.00","52,212.0050,442.00","48,893","46,989","12,909,400"
2017-10-10,"53,360","53,640","52,800","52,800","51,736.00","52,244.0050,780.00","48,976","47,082","20,519,800"
2017-10-11,"53,600","54,760","53,340","54,640","52,332.00","52,496.0051,174.00","49,075","47,188","13,652,150"
2017-10-12,"54,840","55,160","54,100","54,800","52,956.00","52,754.0051,564.00","49,172","47,298","13,890,700"
2017-10-13,"54,540","54,840","53,780","54,000","53,504.00","52,874.0051,858.00","49,241","47,399","12,601,650"
2017-10-16,"53,980","54,860","53,760","53,920","54,032.00","52,966.0052,100.00","49,297","47,495","9,769,950"
2017-10-17,"54,020","55,380","54,000","54,800","54,432.00","53,084.0052,350.00","49,369","47,601","10,607,800"
2017-10-18,"54,820","55,240","54,040","54,760","54,456.00","53,394.0052,608.00","49,437","47,711","10,110,750"
2017-10-19,"54,700","54,700","52,980","52,980","54,092.00","53,524.0052,776.00","49,473","47,807","12,108,700"
2017-10-20,"52,800","54,100","52,800","53,840","54,060.00","53,782.0052,953.00","49,525","47,915","8,027,050"
2017-10-23,"54,600","54,640","54,000","54,300","54,136.00","54,084.0053,148.00","49,576","48,032","8,311,050"
2017-10-24,"54,700","54,780","54,040","54,040","53,984.00","54,208.0053,226.00","49,626","48,142","5,806,050"
2017-10-25,"54,040","54,420","53,700","53,900","53,812.00","54,134.0053,315.00","49,676","48,248","5,882,850"
